country,country_code,source,year,is_estimated,indicator_code,value
Kenya,KEN,JMP,2011,False,pct_surface_water_total,25.0
Kenya,KEN,JMP,2012,False,pct_surface_water_total,24.5
Kenya,KEN,JMP,2013,False,pct_surface_water_total,24.1
Kenya,KEN,JMP,2014,False,pct_surface_water_total,23.6
Kenya,KEN,JMP,2015,False,pct_surface_water_total,23.1
Kenya,KEN,JMP,2016,False,pct_surface_water_total,22.6
Kenya,KEN,JMP,2017,False,pct_surface_water_total,22.2
Kenya,KEN,JMP,2018,False,pct_surface_water_total,21.7
Kenya,KEN,JMP,2019,False,pct_surface_water_total,21.2
Kenya,KEN,JMP,2020,False,pct_surface_water_total,20.8
Kenya,KEN,JMP,2021,False,pct_surface_water_total,20.3
Kenya,KEN,JMP,2022,False,pct_surface_water_total,19.8
Kenya,KEN,JMP,2023,False,pct_surface_water_total,19.4
Kenya,KEN,JMP,2024,False,pct_surface_water_total,18.9
Kenya,KEN,JMP,2025,False,pct_surface_water_total,18.5
Kenya,KEN,JMP,2026,False,pct_surface_water_total,18.1
Kenya,KEN,JMP,2027,True,pct_surface_water_total,18.0
Kenya,KEN,JMP,2028,True,pct_surface_water_total,17.9
Kenya,KEN,JMP,2029,True,pct_surface_water_total,17.7
Kenya,KEN,JMP,2030,True,pct_surface_water_total,17.6
Kenya,KEN,JMP,2000,False,pct_surface_water_urban,3.4
Kenya,KEN,JMP,2001,False,pct_surface_water_urban,3.5
Kenya,KEN,JMP,2002,False,pct_surface_water_urban,3.5
Kenya,KEN,JMP,2003,False,pct_surface_water_urban,3.6
Kenya,KEN,JMP,2004,False,pct_surface_water_urban,3.7
Kenya,KEN,JMP,2005,False,pct_surface_water_urban,3.8
Kenya,KEN,JMP,2006,False,pct_surface_water_urban,3.8
Kenya,KEN,JMP,2007,False,pct_surface_water_urban,3.9
Kenya,KEN,JMP,2008,False,pct_surface_water_urban,4.0
Kenya,KEN,JMP,2009,False,pct_surface_water_urban,4.0
Kenya,KEN,JMP,2010,False,pct_surface_water_urban,4.1
Kenya,KEN,JMP,2011,False,pct_surface_water_urban,4.2
Kenya,KEN,JMP,2012,False,pct_surface_water_urban,4.3
Kenya,KEN,JMP,2013,False,pct_surface_water_urban,4.3
Kenya,KEN,JMP,2014,False,pct_surface_water_urban,4.4
Kenya,KEN,JMP,2015,False,pct_surface_water_urban,4.5
Kenya,KEN,JMP,2016,False,pct_surface_water_urban,4.5
Kenya,KEN,JMP,2017,False,pct_surface_water_urban,4.6
Kenya,KEN,JMP,2018,False,pct_surface_water_urban,4.7
Kenya,KEN,JMP,2019,False,pct_surface_water_urban,4.8
Kenya,KEN,JMP,2020,False,pct_surface_water_urban,4.8
Kenya,KEN,JMP,2021,False,pct_surface_water_urban,4.9
Kenya,KEN,JMP,2022,False,pct_surface_water_urban,5.0
Kenya,KEN,JMP,2023,False,pct_surface_water_urban,5.0
Kenya,KEN,JMP,2024,False,pct_surface_water_urban,5.1
Kenya,KEN,JMP,2025,False,pct_surface_water_urban,5.2
Kenya,KEN,JMP,2026,False,pct_surface_water_urban,5.3
Kenya,KEN,JMP,2027,True,pct_surface_water_urban,5.3
Kenya,KEN,JMP,2028,True,pct_surface_water_urban,5.3
Kenya,KEN,JMP,2029,True,pct_surface_water_urban,5.3
Kenya,KEN,JMP,2030,True,pct_surface_water_urban,5.3
Kenya,KEN,JMP,2000,False,pct_unimproved_water_rural,20.0
Kenya,KEN,JMP,2001,False,pct_unimproved_water_rural,19.5
Kenya,KEN,JMP,2002,False,pct_unimproved_water_rural,19.0
Kenya,KEN,JMP,2003,False,pct_unimproved_water_rural,18.6
Kenya,KEN,JMP,2004,False,pct_unimproved_water_rural,18.1
Kenya,KEN,JMP,2005,False,pct_unimproved_water_rural,17.6
Kenya,KEN,JMP,2006,False,pct_unimproved_water_rural,17.1
Kenya,KEN,JMP,2007,False,pct_unimproved_water_rural,16.6
Kenya,KEN,JMP,2008,False,pct_unimproved_water_rural,16.1
Kenya,KEN,JMP,2009,False,pct_unimproved_water_rural,15.7
Kenya,KEN,JMP,2010,False,pct_unimproved_water_rural,15.2
Kenya,KEN,JMP,2011,False,pct_unimproved_water_rural,14.7
Kenya,KEN,JMP,2012,False,pct_unimproved_water_rural,14.2
Kenya,KEN,JMP,2013,False,pct_unimproved_water_rural,13.7
Kenya,KEN,JMP,2014,False,pct_unimproved_water_rural,13.3
Kenya,KEN,JMP,2015,False,pct_unimproved_water_rural,12.8
Kenya,KEN,JMP,2016,False,pct_unimproved_water_rural,12.3
Kenya,KEN,JMP,2017,False,pct_unimproved_water_rural,11.8
Kenya,KEN,JMP,2018,False,pct_unimproved_water_rural,11.3
Kenya,KEN,JMP,2019,False,pct_unimproved_water_rural,10.8
Kenya,KEN,JMP,2020,False,pct_unimproved_water_rural,10.4
Kenya,KEN,JMP,2021,False,pct_unimproved_water_rural,9.9
Kenya,KEN,JMP,2022,False,pct_unimproved_water_rural,9.4
Kenya,KEN,JMP,2023,False,pct_unimproved_water_rural,8.9
Kenya,KEN,JMP,2024,False,pct_unimproved_water_rural,8.4
Kenya,KEN,JMP,2025,False,pct_unimproved_water_rural,7.9
Kenya,KEN,JMP,2026,False,pct_unimproved_water_rural,7.5
Kenya,KEN,JMP,2027,True,pct_unimproved_water_rural,7.5
Kenya,KEN,JMP,2028,True,pct_unimproved_water_rural,7.5
Kenya,KEN,JMP,2029,True,pct_unimproved_water_rural,7.5
Kenya,KEN,JMP,2030,True,pct_unimproved_water_rural,7.5
Kenya,KEN,JMP,2000,False,pct_unimproved_water_total,17.4
Kenya,KEN,JMP,2001,False,pct_unimproved_water_total,16.9
Kenya,KEN,JMP,2002,False,pct_unimproved_water_total,16.4
Kenya,KEN,JMP,2003,False,pct_unimproved_water_total,16.0
Kenya,KEN,JMP,2004,False,pct_unimproved_water_total,15.5
Kenya,KEN,JMP,2005,False,pct_unimproved_water_total,15.1
Kenya,KEN,JMP,2006,False,pct_unimproved_water_total,14.6
Kenya,KEN,JMP,2007,False,pct_unimproved_water_total,14.1
Kenya,KEN,JMP,2008,False,pct_unimproved_water_total,13.7
Kenya,KEN,JMP,2009,False,pct_unimproved_water_total,13.2
Kenya,KEN,JMP,2010,False,pct_unimproved_water_total,12.8
Kenya,KEN,JMP,2011,False,pct_unimproved_water_total,12.3
Kenya,KEN,JMP,2012,False,pct_unimproved_water_total,11.9
Kenya,KEN,JMP,2013,False,pct_unimproved_water_total,11.4
Kenya,KEN,JMP,2014,False,pct_unimproved_water_total,11.0
Kenya,KEN,JMP,2015,False,pct_unimproved_water_total,10.6
Kenya,KEN,JMP,2016,False,pct_unimproved_water_total,10.1
Kenya,KEN,JMP,2017,False,pct_unimproved_water_total,9.7
Kenya,KEN,JMP,2018,False,pct_unimproved_water_total,9.3
Kenya,KEN,JMP,2019,False,pct_unimproved_water_total,8.8
Kenya,KEN,JMP,2020,False,pct_unimproved_water_total,8.4
Kenya,KEN,JMP,2021,False,pct_unimproved_water_total,8.0
Kenya,KEN,JMP,2022,False,pct_unimproved_water_total,7.5
Kenya,KEN,JMP,2023,False,pct_unimproved_water_total,7.1
Kenya,KEN,JMP,2024,False,pct_unimproved_water_total,6.7
Kenya,KEN,JMP,2025,False,pct_unimproved_water_total,6.3
Kenya,KEN,JMP,2026,False,pct_unimproved_water_total,5.9
Kenya,KEN,JMP,2027,True,pct_unimproved_water_total,5.8
Kenya,KEN,JMP,2028,True,pct_unimproved_water_total,5.8
Kenya,KEN,JMP,2029,True,pct_unimproved_water_total,5.8
Kenya,KEN,JMP,2030,True,pct_unimproved_water_total,5.7
Kenya,KEN,JMP,2000,False,pct_unimproved_water_urban,6.7
Kenya,KEN,JMP,2001,False,pct_unimproved_water_urban,6.5
Kenya,KEN,JMP,2002,False,pct_unimproved_water_urban,6.4
Kenya,KEN,JMP,2003,False,pct_unimproved_water_urban,6.2
Kenya,KEN,JMP,2004,False,pct_unimproved_water_urban,6.0
Kenya,KEN,JMP,2005,False,pct_unimproved_water_urban,5.9
Kenya,KEN,JMP,2006,False,pct_unimproved_water_urban,5.7
Kenya,KEN,JMP,2007,False,pct_unimproved_water_urban,5.5
Kenya,KEN,JMP,2008,False,pct_unimproved_water_urban,5.4
Kenya,KEN,JMP,2009,False,pct_unimproved_water_urban,5.2
Kenya,KEN,JMP,2010,False,pct_unimproved_water_urban,5.0
Kenya,KEN,JMP,2011,False,pct_unimproved_water_urban,4.8
Kenya,KEN,JMP,2012,False,pct_unimproved_water_urban,4.7
Kenya,KEN,JMP,2013,False,pct_unimproved_water_urban,4.5
Kenya,KEN,JMP,2014,False,pct_unimproved_water_urban,4.3
Kenya,KEN,JMP,2015,False,pct_unimproved_water_urban,4.2
Kenya,KEN,JMP,2016,False,pct_unimproved_water_urban,4.0
Kenya,KEN,JMP,2017,False,pct_unimproved_water_urban,3.8
Kenya,KEN,JMP,2018,False,pct_unimproved_water_urban,3.7
Kenya,KEN,JMP,2019,False,pct_unimproved_water_urban,3.5
Kenya,KEN,JMP,2020,False,pct_unimproved_water_urban,3.3
Kenya,KEN,JMP,2021,False,pct_unimproved_water_urban,3.2
Kenya,KEN,JMP,2022,False,pct_unimproved_water_urban,3.0
Kenya,KEN,JMP,2023,False,pct_unimproved_water_urban,2.8
Kenya,KEN,JMP,2024,False,pct_unimproved_water_urban,2.7
Kenya,KEN,JMP,2025,False,pct_unimproved_water_urban,2.5
Kenya,KEN,JMP,2026,False,pct_unimproved_water_urban,2.3
Kenya,KEN,JMP,2027,True,pct_unimproved_water_urban,2.3
Kenya,KEN,JMP,2028,True,pct_unimproved_water_urban,2.3
Kenya,KEN,JMP,2029,True,pct_unimproved_water_urban,2.3
Kenya,KEN,JMP,2030,True,pct_unimproved_water_urban,2.3
Kenya,KEN,JMP,2000,False,population_thousands_rural,24547.40625
Kenya,KEN,JMP,2001,False,population_thousands_rural,25219.765625
Kenya,KEN,JMP,2002,False,population_thousands_rural,25911.00390625
Kenya,KEN,JMP,2003,False,population_thousands_rural,26602.755859375
Kenya,KEN,JMP,2004,False,population_thousands_rural,27316.017578125
Kenya,KEN,JMP,2005,False,population_thousands_rural,28037.595703125
Kenya,KEN,JMP,2006,False,population_thousands_rural,28768.51953125
Kenya,KEN,JMP,2007,False,population_thousands_rural,29508.599609375
Kenya,KEN,JMP,2008,False,population_thousands_rural,30267.302734375
Kenya,KEN,JMP,2009,False,population_thousands_rural,31040.8984375
Kenya,KEN,JMP,2010,False,population_thousands_rural,31793.369140625
Kenya,KEN,JMP,2011,False,population_thousands_rural,32509.685546875
Kenya,KEN,JMP,2012,False,population_thousands_rural,33190.08984375
Kenya,KEN,JMP,2013,False,population_thousands_rural,33832.765625
Kenya,KEN,JMP,2014,False,population_thousands_rural,34436.80859375
Kenya,KEN,JMP,2015,False,population_thousands_rural,35006.55078125
Kenya,KEN,JMP,2016,False,population_thousands_rural,35572.82421875
Kenya,KEN,JMP,2017,False,population_thousands_rural,36129.85546875
Kenya,KEN,JMP,2018,False,population_thousands_rural,36636.125
Kenya,KEN,JMP,2019,False,population_thousands_rural,37118.46484375
Kenya,KEN,JMP,2020,False,population_thousands_rural,37599.08984375
Kenya,KEN,JMP,2021,False,population_thousands_rural,38055.4296875
Kenya,KEN,JMP,2022,False,population_thousands_rural,38518.1640625
Kenya,KEN,JMP,2023,False,population_thousands_rural,39002.9296875
Kenya,KEN,JMP,2024,False,population_thousands_rural,39475.41015625
Kenya,KEN,JMP,2025,False,population_thousands_rural,39934.453125
Kenya,KEN,JMP,2026,False,population_thousands_rural,40378.79296875
Kenya,KEN,JMP,2027,True,population_thousands_rural,40809.3359375
Kenya,KEN,JMP,2028,True,population_thousands_rural,41225.0390625
Kenya,KEN,JMP,2029,True,population_thousands_rural,41624.6015625
Kenya,KEN,JMP,2030,True,population_thousands_rural,42009.05859375
Kenya,KEN,JMP,2000,False,population_thousands_total,30642.89
Kenya,KEN,JMP,2001,False,population_thousands_total,31619.17
Kenya,KEN,JMP,2002,False,population_thousands_total,32629.808
Kenya,KEN,JMP,2003,False,population_thousands_total,33652.223
Kenya,KEN,JMP,2004,False,population_thousands_total,34713.455
Kenya,KEN,JMP,2005,False,population_thousands_total,35796.484
Kenya,KEN,JMP,2006,False,population_thousands_total,36904.008
Kenya,KEN,JMP,2007,False,population_thousands_total,38036.349
Kenya,KEN,JMP,2008,False,population_thousands_total,39206.351
Kenya,KEN,JMP,2009,False,population_thousands_total,40408.891
Kenya,KEN,JMP,2010,False,population_thousands_total,41598.567
Kenya,KEN,JMP,2011,False,population_thousands_total,42758.461
Kenya,KEN,JMP,2012,False,population_thousands_total,43888.303
Kenya,KEN,JMP,2013,False,population_thousands_total,44986.791
Kenya,KEN,JMP,2014,False,population_thousands_total,46051.44
Kenya,KEN,JMP,2015,False,population_thousands_total,47088.526
Kenya,KEN,JMP,2016,False,population_thousands_total,48139.687
Kenya,KEN,JMP,2017,False,population_thousands_total,49197.766
Kenya,KEN,JMP,2018,False,population_thousands_total,50207.107
Kenya,KEN,JMP,2019,False,population_thousands_total,51202.827
Kenya,KEN,JMP,2020,False,population_thousands_total,52217.334
Kenya,KEN,JMP,2021,False,population_thousands_total,53219.166
Kenya,KEN,JMP,2022,False,population_thousands_total,54252.461
Kenya,KEN,JMP,2023,False,population_thousands_total,55339.003
Kenya,KEN,JMP,2024,False,population_thousands_total,56432.944
Kenya,KEN,JMP,2025,False,population_thousands_total,57532.493
Kenya,KEN,JMP,2026,False,population_thousands_total,58636.412
Kenya,KEN,JMP,2027,True,population_thousands_total,59745.753
Kenya,KEN,JMP,2028,True,population_thousands_total,60860.444
Kenya,KEN,JMP,2029,True,population_thousands_total,61979.187
Kenya,KEN,JMP,2030,True,population_thousands_total,63102.245
Kenya,KEN,JMP,2000,False,population_thousands_urban,6095.4833984375
Kenya,KEN,JMP,2001,False,population_thousands_urban,6399.40380859375
Kenya,KEN,JMP,2002,False,population_thousands_urban,6718.8037109375
Kenya,KEN,JMP,2003,False,population_thousands_urban,7049.4677734375
Kenya,KEN,JMP,2004,False,population_thousands_urban,7397.4375
Kenya,KEN,JMP,2005,False,population_thousands_urban,7758.8876953125
Kenya,KEN,JMP,2006,False,population_thousands_urban,8135.48876953125
Kenya,KEN,JMP,2007,False,population_thousands_urban,8527.7490234375
Kenya,KEN,JMP,2008,False,population_thousands_urban,8939.0478515625
Kenya,KEN,JMP,2009,False,population_thousands_urban,9367.9931640625
Kenya,KEN,JMP,2010,False,population_thousands_urban,9805.1982421875
Kenya,KEN,JMP,2011,False,population_thousands_urban,10248.775390625
Kenya,KEN,JMP,2012,False,population_thousands_urban,10698.212890625
Kenya,KEN,JMP,2013,False,population_thousands_urban,11154.025390625
Kenya,KEN,JMP,2014,False,population_thousands_urban,11614.6328125
Kenya,KEN,JMP,2015,False,population_thousands_urban,12081.9736328125
Kenya,KEN,JMP,2016,False,population_thousands_urban,12566.8642578125
Kenya,KEN,JMP,2017,False,population_thousands_urban,13067.91015625
Kenya,KEN,JMP,2018,False,population_thousands_urban,13570.9814453125
Kenya,KEN,JMP,2019,False,population_thousands_urban,14084.3623046875
Kenya,KEN,JMP,2020,False,population_thousands_urban,14618.2421875
Kenya,KEN,JMP,2021,False,population_thousands_urban,15163.736328125
Kenya,KEN,JMP,2022,False,population_thousands_urban,15734.2978515625
Kenya,KEN,JMP,2023,False,population_thousands_urban,16336.0732421875
Kenya,KEN,JMP,2024,False,population_thousands_urban,16957.53515625
Kenya,KEN,JMP,2025,False,population_thousands_urban,17598.0390625
Kenya,KEN,JMP,2026,False,population_thousands_urban,18257.619140625
Kenya,KEN,JMP,2027,True,population_thousands_urban,18936.416015625
Kenya,KEN,JMP,2028,True,population_thousands_urban,19635.404296875
Kenya,KEN,JMP,2029,True,population_thousands_urban,20354.583984375
Kenya,KEN,JMP,2030,True,population_thousands_urban,21093.1875
Kenya,KEN,World Bank,2000,False,ER.H2O.FWST.ZS,12.86004185
Kenya,KEN,World Bank,2001,False,ER.H2O.FWST.ZS,14.94873909
Kenya,KEN,World Bank,2002,False,ER.H2O.FWST.ZS,17.03743632
Kenya,KEN,World Bank,2003,False,ER.H2O.FWST.ZS,19.12613355
Kenya,KEN,World Bank,2004,False,ER.H2O.FWST.ZS,20.18372394
Kenya,KEN,World Bank,2005,False,ER.H2O.FWST.ZS,21.24131433
Kenya,KEN,World Bank,2006,False,ER.H2O.FWST.ZS,22.29890472
Kenya,KEN,World Bank,2007,False,ER.H2O.FWST.ZS,23.35649511
Kenya,KEN,World Bank,2008,False,ER.H2O.FWST.ZS,24.4140855
Kenya,KEN,World Bank,2009,False,ER.H2O.FWST.ZS,25.47167589
Kenya,KEN,World Bank,2010,False,ER.H2O.FWST.ZS,26.52926628
Kenya,KEN,World Bank,2011,False,ER.H2O.FWST.ZS,26.53256389
Kenya,KEN,World Bank,2012,False,ER.H2O.FWST.ZS,26.5358615
Kenya,KEN,World Bank,2013,False,ER.H2O.FWST.ZS,26.53915911
Kenya,KEN,World Bank,2014,False,ER.H2O.FWST.ZS,26.54245672
Kenya,KEN,World Bank,2015,False,ER.H2O.FWST.ZS,26.54575433
Kenya,KEN,World Bank,2016,False,ER.H2O.FWST.ZS,33.23990107
Kenya,KEN,World Bank,2017,False,ER.H2O.FWST.ZS,33.23990107
Kenya,KEN,World Bank,2018,False,ER.H2O.FWST.ZS,33.23990107
Kenya,KEN,World Bank,2019,False,ER.H2O.FWST.ZS,33.23990107
Kenya,KEN,World Bank,2020,False,ER.H2O.FWST.ZS,33.23990107
Kenya,KEN,World Bank,2021,False,ER.H2O.FWST.ZS,33.23990107
Kenya,KEN,World Bank,2022,False,ER.H2O.FWST.ZS,33.23990107
Kenya,KEN,World Bank,2000,False,SH.STA.BASS.ZS,23.6473801064419
Kenya,KEN,World Bank,2001,False,SH.STA.BASS.ZS,24.3164597238105
Kenya,KEN,World Bank,2002,False,SH.STA.BASS.ZS,25.0346081207823
Kenya,KEN,World Bank,2003,False,SH.STA.BASS.ZS,25.7535178867465
Kenya,KEN,World Bank,2004,False,SH.STA.BASS.ZS,26.4731149422539
Kenya,KEN,World Bank,2005,False,SH.STA.BASS.ZS,27.1932269454509
Kenya,KEN,World Bank,2006,False,SH.STA.BASS.ZS,27.9138955031129
Kenya,KEN,World Bank,2007,False,SH.STA.BASS.ZS,28.6350439627237
Kenya,KEN,World Bank,2008,False,SH.STA.BASS.ZS,29.3565994040011
Kenya,KEN,World Bank,2009,False,SH.STA.BASS.ZS,30.0784132028819
Kenya,KEN,World Bank,2010,False,SH.STA.BASS.ZS,30.8004947681643
Kenya,KEN,World Bank,2011,False,SH.STA.BASS.ZS,31.5229174481557
Kenya,KEN,World Bank,2012,False,SH.STA.BASS.ZS,32.2455260120869
Kenya,KEN,World Bank,2013,False,SH.STA.BASS.ZS,32.9682462912978
Kenya,KEN,World Bank,2014,False,SH.STA.BASS.ZS,33.6908976254492
Kenya,KEN,World Bank,2015,False,SH.STA.BASS.ZS,34.4133695043635
Kenya,KEN,World Bank,2016,False,SH.STA.BASS.ZS,35.1355349703251
Kenya,KEN,World Bank,2017,False,SH.STA.BASS.ZS,35.857250498731
Kenya,KEN,World Bank,2018,False,SH.STA.BASS.ZS,36.5783889502292
Kenya,KEN,World Bank,2019,False,SH.STA.BASS.ZS,37.298797647533
Kenya,KEN,World Bank,2020,False,SH.STA.BASS.ZS,38.018340896347
Kenya,KEN,World Bank,2021,False,SH.STA.BASS.ZS,38.7368777065186
Kenya,KEN,World Bank,2022,False,SH.STA.BASS.ZS,39.454252565811
Kenya,KEN,World Bank,2023,False,SH.STA.BASS.ZS,40.1703366344741
Kenya,KEN,World Bank,2024,False,SH.STA.BASS.ZS,40.8849654611543
Kenya,KEN,World Bank,2019,False,SH.STA.WASH.P5,29.0
